,waldStat,df,pvalue,logFC1_2,FDR
Potri.005G127800,27.87848311,1,1.29E-07,-1.761427598,9.54E-06
Potri.008G208200,27.68415006,1,1.43E-07,2.175407024,1.05E-05
Potri.018G094900,27.67552356,1,1.43E-07,-4.108772399,1.05E-05
Potri.010G081300,27.66835834,1,1.44E-07,2.246572108,1.06E-05
Potri.006G015100,27.64949756,1,1.45E-07,-1.885899655,1.06E-05
Potri.009G148800,27.63381481,1,1.47E-07,1.736711098,1.07E-05
Potri.005G248100,27.610157,1,1.48E-07,-0.594869765,1.08E-05
Potri.010G171000,27.60048612,1,1.49E-07,-1.507482133,1.08E-05
Potri.018G099800,27.59058147,1,1.50E-07,-1.310875085,1.08E-05
Potri.001G471100,27.59043113,1,1.50E-07,-1.850120806,1.08E-05
Potri.016G066600,27.58546663,1,1.50E-07,2.471253896,1.08E-05
Potri.004G053000,27.57225852,1,1.51E-07,1.812142939,1.09E-05
Potri.001G078100,27.52679207,1,1.55E-07,-0.969544539,1.11E-05
Potri.016G004401,27.49719685,1,1.57E-07,-1.806661825,1.12E-05
Potri.012G006400,27.47556457,1,1.59E-07,-1.138306194,1.13E-05
Potri.013G004100,27.47088379,1,1.59E-07,1.324849148,1.13E-05
Potri.005G096400,27.45712783,1,1.61E-07,-2.486905168,1.14E-05
Potri.009G010800,27.45296906,1,1.61E-07,-3.861596454,1.14E-05
Potri.007G126800,27.35661298,1,1.69E-07,1.951429358,1.19E-05
Potri.016G043600,27.32551227,1,1.72E-07,-2.296295683,1.21E-05
Potri.008G023866,27.271309,1,1.77E-07,-3.401430095,1.23E-05
Potri.010G250800,27.27109571,1,1.77E-07,-3.659299455,1.23E-05
Potri.009G106600,27.27091432,1,1.77E-07,-1.61542956,1.23E-05
Potri.013G153400,27.22416932,1,1.81E-07,-1.673760731,1.26E-05
Potri.003G141900,27.17839366,1,1.86E-07,-1.359924204,1.29E-05
Potri.011G012750,27.1366082,1,1.90E-07,-3.801672705,1.31E-05
Potri.003G129800,27.10435016,1,1.93E-07,1.139215414,1.33E-05
Potri.001G054400,27.08946248,1,1.94E-07,-1.759098334,1.34E-05
Potri.013G018600,27.00856837,1,2.03E-07,-1.650334494,1.39E-05
Potri.007G055500,27.00795729,1,2.03E-07,-4.039134804,1.39E-05
Potri.001G100000,27.00390428,1,2.03E-07,-2.907121495,1.39E-05
Potri.019G038352,26.93801711,1,2.10E-07,-0.885062542,1.44E-05
Potri.001G333200,26.92479887,1,2.12E-07,-3.45761663,1.44E-05
Potri.002G120200,26.88901155,1,2.15E-07,-1.283718733,1.46E-05
Potri.010G128300,26.86841412,1,2.18E-07,2.151251125,1.48E-05
Potri.003G080000,26.83829024,1,2.21E-07,-1.195867825,1.50E-05
Potri.015G132700,26.80412966,1,2.25E-07,1.705683009,1.52E-05
Potri.019G014372,26.76802986,1,2.29E-07,-1.089577734,1.54E-05
Potri.009G080600,26.7257893,1,2.34E-07,-2.092030605,1.58E-05
Potri.002G024100,26.71477772,1,2.36E-07,-1.937882336,1.58E-05
Potri.013G122000,26.69360481,1,2.38E-07,-2.554574088,1.59E-05
Potri.018G141900,26.64504773,1,2.44E-07,1.178053415,1.63E-05
Potri.007G082500,26.60801108,1,2.49E-07,1.035612061,1.66E-05
Potri.006G143800,26.5576557,1,2.56E-07,1.967813649,1.70E-05
Potri.010G030900,26.51250531,1,2.62E-07,2.178384868,1.73E-05
Potri.009G079500,26.45511583,1,2.70E-07,-2.072819623,1.78E-05
Potri.018G121200,26.36674082,1,2.82E-07,1.596664119,1.86E-05
Potri.007G048101,26.3227762,1,2.89E-07,-2.108691008,1.90E-05
Potri.002G242500,26.3143291,1,2.90E-07,1.080231865,1.90E-05
Potri.018G018400,26.31281572,1,2.90E-07,-1.683200244,1.90E-05
Potri.001G239300,26.28367823,1,2.95E-07,-1.594557582,1.93E-05
Potri.014G036400,26.27775297,1,2.96E-07,-1.19108942,1.93E-05
Potri.010G112000,26.26567264,1,2.98E-07,-1.527425976,1.93E-05
Potri.011G022800,26.25485747,1,2.99E-07,-2.863431056,1.94E-05
Potri.008G087700,26.24386798,1,3.01E-07,-1.160990116,1.95E-05
Potri.017G042500,26.19887881,1,3.08E-07,-1.306314283,1.99E-05
Potri.017G088700,26.14444818,1,3.17E-07,1.829968864,2.04E-05
Potri.010G079200,26.02267176,1,3.37E-07,-2.478426757,2.17E-05
Potri.014G000700,26.02010983,1,3.38E-07,2.18304984,2.17E-05
Potri.001G472800,25.88851365,1,3.62E-07,0.984044845,2.31E-05
Potri.015G141400,25.88517673,1,3.62E-07,1.252067469,2.31E-05
Potri.006G061800,25.74765112,1,3.89E-07,-1.712225471,2.48E-05
Potri.001G037400,25.73575388,1,3.92E-07,1.322676443,2.49E-05
Potri.001G022700,25.71201637,1,3.96E-07,-1.796199501,2.51E-05
Potri.005G246000,25.68504207,1,4.02E-07,1.185852693,2.54E-05
Potri.001G151800,25.67058406,1,4.05E-07,-1.413241101,2.56E-05
Potri.008G109200,25.63949917,1,4.12E-07,2.424903983,2.59E-05
Potri.006G087800,25.60087012,1,4.20E-07,-1.298744905,2.64E-05
Potri.005G119800,25.55144306,1,4.31E-07,-2.435523566,2.70E-05
Potri.006G222500,25.50880914,1,4.40E-07,-4.582057447,2.76E-05
Potri.001G116800,25.46829053,1,4.50E-07,-1.440041685,2.81E-05
Potri.002G098300,25.44160425,1,4.56E-07,-3.999552472,2.84E-05
Potri.004G176200,25.41801981,1,4.62E-07,-1.20758551,2.87E-05
Potri.005G078700,25.39656699,1,4.67E-07,-1.580463635,2.89E-05
Potri.008G148000,25.36973281,1,4.73E-07,-1.288230966,2.93E-05
Potri.009G011800,25.26435352,1,5.00E-07,-1.33637618,3.09E-05
Potri.006G052700,25.24728735,1,5.04E-07,6.664990964,3.11E-05
Potri.016G003400,25.19499419,1,5.18E-07,-1.905628617,3.19E-05
Potri.006G092300,25.16537425,1,5.26E-07,-2.467523969,3.23E-05
Potri.001G360800,25.13290084,1,5.35E-07,-2.169572886,3.28E-05
Potri.014G149400,25.1143055,1,5.40E-07,-2.027274231,3.30E-05
Potri.016G008800,25.09642138,1,5.45E-07,1.715123436,3.32E-05
Potri.005G070100,25.09387013,1,5.46E-07,-0.943714356,3.32E-05
Potri.015G066600,25.08558692,1,5.48E-07,1.601761754,3.33E-05
Potri.008G086300,25.07564971,1,5.51E-07,-2.012576343,3.34E-05
Potri.003G051900,25.04769487,1,5.59E-07,1.528879795,3.38E-05
Potri.010G067800,25.00914755,1,5.71E-07,-2.294060773,3.44E-05
Potri.011G012000,24.95653883,1,5.86E-07,-1.993384897,3.53E-05
Potri.004G197900,24.90951431,1,6.01E-07,-1.54726788,3.61E-05
Potri.010G194100,24.86264831,1,6.16E-07,-1.662303412,3.69E-05
Potri.011G129100,24.85070284,1,6.19E-07,-1.204727341,3.70E-05
Potri.008G150100,24.81865835,1,6.30E-07,-1.328263432,3.76E-05
Potri.006G164632,24.77326172,1,6.45E-07,2.192992507,3.84E-05
Potri.005G241200,24.77121198,1,6.46E-07,-2.215359088,3.84E-05
Potri.012G143100,24.73941334,1,6.56E-07,1.348934442,3.89E-05
Potri.004G236100,24.73532738,1,6.58E-07,-0.820592408,3.89E-05
Potri.003G183900,24.66880269,1,6.81E-07,1.307762577,4.01E-05
Potri.016G054600,24.66801518,1,6.81E-07,-2.264350462,4.01E-05
Potri.015G000900,24.64534512,1,6.89E-07,-1.094225149,4.05E-05
Potri.005G163700,24.60412308,1,7.04E-07,-1.858770203,4.13E-05
Potri.006G099600,24.55283647,1,7.23E-07,1.414771934,4.23E-05
Potri.001G068100,24.55062125,1,7.24E-07,-1.914395763,4.23E-05
Potri.010G044200,24.46670479,1,7.56E-07,-5.337369614,4.41E-05
Potri.010G220600,24.44646512,1,7.64E-07,1.74759491,4.45E-05
Potri.018G082900,24.35767706,1,8.00E-07,1.286673366,4.65E-05
Potri.014G093100,24.34823532,1,8.04E-07,1.132829028,4.66E-05
Potri.017G135000,24.26990833,1,8.37E-07,-3.870506901,4.84E-05
Potri.012G115800,24.26314334,1,8.40E-07,1.857194762,4.85E-05
Potri.018G120827,24.23209257,1,8.54E-07,-4.432575749,4.92E-05
Potri.015G075200,24.20885639,1,8.64E-07,-2.243674874,4.97E-05
Potri.016G051500,24.18365305,1,8.76E-07,-2.29536657,5.02E-05
Potri.010G189600,24.1695468,1,8.82E-07,-3.611291044,5.05E-05
Potri.012G074700,24.11434573,1,9.08E-07,-1.928876687,5.19E-05
Potri.013G094400,24.07179589,1,9.28E-07,-1.863398899,5.29E-05
Potri.008G034700,24.04590654,1,9.41E-07,-1.527840812,5.35E-05
Potri.019G120800,24.03374381,1,9.47E-07,-89.62530348,5.38E-05
Potri.004G117900,23.98960175,1,9.69E-07,1.54340422,5.49E-05
Potri.009G150300,23.92337246,1,1.00E-06,-1.417547752,5.67E-05
Potri.010G044400,23.91676938,1,1.01E-06,-1.963637457,5.68E-05
Potri.005G082000,23.90101362,1,1.01E-06,-2.137159651,5.71E-05
Potri.013G053400,23.89966304,1,1.01E-06,2.09586681,5.71E-05
Potri.006G183200,23.8921713,1,1.02E-06,3.504227463,5.72E-05
Potri.006G066800,23.79972893,1,1.07E-06,-1.205490106,5.99E-05
Potri.006G002800,23.75854949,1,1.09E-06,-0.91220161,6.08E-05
Potri.008G178000,23.75853897,1,1.09E-06,-1.674609711,6.08E-05
Potri.009G119200,23.75715403,1,1.09E-06,-0.94978681,6.08E-05
Potri.008G023800,23.7381358,1,1.10E-06,-1.785507393,6.13E-05
Potri.005G071900,23.72628134,1,1.11E-06,1.03850992,6.16E-05
Potri.008G024500,23.70367516,1,1.12E-06,0.951824488,6.22E-05
Potri.002G107300,23.69107283,1,1.13E-06,-1.089333732,6.25E-05
Potri.008G152701,23.66835633,1,1.14E-06,-1.73624478,6.31E-05
Potri.012G037100,23.60567514,1,1.18E-06,-1.157826076,6.51E-05
Potri.017G074300,23.59723813,1,1.19E-06,2.054140361,6.52E-05
Potri.T124508,23.55557632,1,1.21E-06,-2.596423286,6.65E-05
Potri.007G006900,23.55241584,1,1.22E-06,4.489953966,6.65E-05
Potri.019G029400,23.38504733,1,1.33E-06,1.044423314,7.24E-05
Potri.001G070900,23.35360907,1,1.35E-06,5.85235899,7.35E-05
Potri.013G060500,23.2725663,1,1.41E-06,1.440510551,7.65E-05
Potri.003G059200,23.24417652,1,1.43E-06,1.281592132,7.75E-05
Potri.001G154200,23.23389889,1,1.43E-06,-1.629665662,7.77E-05
Potri.017G136400,23.22368874,1,1.44E-06,-2.031916496,7.79E-05
Potri.008G139700,23.22103154,1,1.44E-06,0.937216624,7.79E-05
Potri.014G043100,23.09851,1,1.54E-06,-3.091914217,8.29E-05
Potri.010G089200,23.09436954,1,1.54E-06,3.198331007,8.29E-05
Potri.005G190800,23.08952122,1,1.55E-06,-2.595337167,8.30E-05
Potri.002G077900,23.07916094,1,1.55E-06,2.242545296,8.33E-05
Potri.018G005600,23.00911419,1,1.61E-06,1.562487958,8.62E-05
Potri.008G170800,22.99940672,1,1.62E-06,-5.851437073,8.64E-05
Potri.002G221500,22.99805542,1,1.62E-06,-0.50242318,8.64E-05
Potri.012G121750,22.96623222,1,1.65E-06,1.303306751,8.76E-05
Potri.001G406500,22.96423667,1,1.65E-06,-1.349808362,8.76E-05
Potri.002G088100,22.91991282,1,1.69E-06,-1.131500051,8.95E-05
Potri.010G167200,22.88934402,1,1.72E-06,-2.574754424,9.07E-05
Potri.001G345900,22.87373094,1,1.73E-06,0.855278982,9.13E-05
Potri.002G222700,22.86963393,1,1.73E-06,-1.834202046,9.13E-05
Potri.016G048600,22.82675123,1,1.77E-06,-1.011970647,9.32E-05
Potri.014G179100,22.82317866,1,1.78E-06,-1.435883842,9.32E-05
Potri.004G112300,22.76897832,1,1.83E-06,4.113097119,9.57E-05
Potri.004G099400,22.72848211,1,1.87E-06,-5.093215382,9.75E-05
Potri.003G020400,22.71379658,1,1.88E-06,-1.66021913,9.81E-05
Potri.005G257900,22.70299621,1,1.89E-06,-0.987518602,9.85E-05
Potri.007G003000,22.67870039,1,1.91E-06,1.206114399,9.95E-05
Potri.005G082800,22.67150073,1,1.92E-06,-1.83707968,9.96E-05
Potri.001G000800,22.671051,1,1.92E-06,-3.852895613,9.96E-05
Potri.010G058200,22.64924056,1,1.94E-06,-7.112082,0.000100414
Potri.014G101300,22.6447374,1,1.95E-06,-4.941687576,0.000100414
Potri.009G041800,22.64264502,1,1.95E-06,2.525759403,0.000100414
Potri.003G001700,22.64090267,1,1.95E-06,2.107322315,0.000100414
Potri.008G053900,22.63747959,1,1.96E-06,-0.924894151,0.000100414
Potri.002G247700,22.61926704,1,1.97E-06,2.020116927,0.000101187
Potri.014G172400,22.56685573,1,2.03E-06,0.963666482,0.000103797
Potri.006G237100,22.56326575,1,2.03E-06,2.493636197,0.000103804
Potri.008G117000,22.55787891,1,2.04E-06,-1.537187168,0.000103908
Potri.013G015600,22.5363396,1,2.06E-06,-1.02664988,0.00010489
Potri.009G143100,22.48398019,1,2.12E-06,4.234189476,0.000107595
Potri.002G089800,22.47910243,1,2.12E-06,-2.463236983,0.000107675
Potri.001G405200,22.46133137,1,2.14E-06,-1.596764923,0.000108482
Potri.003G072700,22.44889942,1,2.16E-06,-2.458623767,0.000108991
Potri.001G047900,22.44196312,1,2.17E-06,-0.854153117,0.000109191
Potri.006G187900,22.41316591,1,2.20E-06,-2.732458486,0.000110643
Potri.003G183150,22.302648,1,2.33E-06,2.314033044,0.000116885
Potri.009G066100,22.30094724,1,2.33E-06,-1.187617149,0.000116885
Potri.010G126900,22.27422207,1,2.36E-06,0.43284744,0.000118313
Potri.019G059000,22.26684962,1,2.37E-06,-3.005799197,0.000118558
Potri.012G042500,22.23162003,1,2.42E-06,0.687025764,0.000120395
Potri.018G097300,22.23051981,1,2.42E-06,-1.977559222,0.000120395
Potri.016G125500,22.22718701,1,2.42E-06,-4.224913983,0.000120395
Potri.013G013100,22.22227121,1,2.43E-06,-1.774707807,0.000120492
Potri.010G045500,22.21795782,1,2.43E-06,-2.180377561,0.000120551
Potri.008G059600,22.19194267,1,2.47E-06,-0.665257058,0.000121982
Potri.010G191300,22.18490561,1,2.48E-06,-1.943469472,0.000122216
Potri.010G232200,22.16795245,1,2.50E-06,1.329903823,0.000122926
Potri.011G146900,22.16710256,1,2.50E-06,3.095177919,0.000122926
Potri.006G086400,22.13796656,1,2.54E-06,-2.152750175,0.000124399
Potri.008G070200,22.13756714,1,2.54E-06,3.35784221,0.000124399
Potri.001G471400,22.10297364,1,2.58E-06,0.655968325,0.000126339
Potri.008G055900,22.10122125,1,2.59E-06,-2.879880381,0.000126339
Potri.018G130000,22.09456789,1,2.60E-06,4.086057132,0.000126559
Potri.003G026800,22.06840297,1,2.63E-06,1.302358904,0.000128075
Potri.002G195300,22.04501619,1,2.66E-06,3.07594101,0.000129422
Potri.007G097000,22.03060315,1,2.68E-06,-3.894471349,0.000130023
Potri.015G043600,22.02952991,1,2.68E-06,-1.511563506,0.000130023
Potri.001G293400,21.95785735,1,2.79E-06,1.700467803,0.00013474
Potri.001G335300,21.89206233,1,2.88E-06,-3.030832756,0.000139202
Potri.016G093100,21.8782793,1,2.91E-06,-1.832926213,0.000139966
Potri.002G061000,21.85390396,1,2.94E-06,1.349958057,0.000141515
Potri.001G233100,21.84385466,1,2.96E-06,-77.01960442,0.000142016
Potri.015G104500,21.83658439,1,2.97E-06,-1.678549751,0.000142314
Potri.001G073100,21.82184573,1,2.99E-06,-2.040656806,0.000143168
Potri.009G011100,21.81342775,1,3.00E-06,1.772411209,0.000143555
Potri.011G046600,21.8099577,1,3.01E-06,-3.490009087,0.000143572
Potri.001G435400,21.80057498,1,3.03E-06,1.604065943,0.000144033
Potri.001G304800,21.78995325,1,3.04E-06,1.066252178,0.000144589
Potri.017G049000,21.7791652,1,3.06E-06,2.035942854,0.000145161
Potri.003G045300,21.75380531,1,3.10E-06,-0.903578996,0.000146846
Potri.011G134200,21.71994883,1,3.15E-06,-0.585257044,0.00014921
Potri.012G132500,21.71067139,1,3.17E-06,-2.08363645,0.000149683
Potri.008G054700,21.69626294,1,3.19E-06,-0.545473342,0.000150561
Potri.002G137700,21.68087042,1,3.22E-06,-2.119696882,0.000151521
Potri.013G144000,21.63980421,1,3.29E-06,-1.325492994,0.000154543
Potri.008G088300,21.61563257,1,3.33E-06,-1.710461651,0.000156243
Potri.011G118900,21.57333774,1,3.41E-06,0.995310754,0.000159462
Potri.010G132300,21.53701739,1,3.47E-06,-3.218822779,0.000162242
Potri.015G083400,21.51828932,1,3.50E-06,-1.320182166,0.000163564
Potri.017G137700,21.49431261,1,3.55E-06,-1.303515349,0.000165349
Potri.008G086400,21.47159675,1,3.59E-06,-1.779137242,0.000167045
Potri.009G125400,21.45931224,1,3.61E-06,-1.504516341,0.000167842
Potri.014G094400,21.44673575,1,3.64E-06,-16.30040705,0.00016867
Potri.004G161100,21.42227939,1,3.68E-06,-1.721594986,0.000170555
Potri.011G012475,21.39368574,1,3.74E-06,-4.019416623,0.000172835
Potri.015G144700,21.30993432,1,3.91E-06,2.01096357,0.000180258
Potri.006G115000,21.28115206,1,3.97E-06,-3.950209893,0.000182687
Potri.012G017100,21.26740478,1,3.99E-06,-1.936654251,0.000183703
Potri.001G082700,21.22954263,1,4.07E-06,-2.528086052,0.000187063
Potri.011G165700,21.20951822,1,4.12E-06,-4.280113507,0.000188533
Potri.001G246400,21.20832624,1,4.12E-06,-1.522870286,0.000188533
Potri.001G473300,21.15874339,1,4.23E-06,0.503555939,0.000193162
Potri.018G136900,21.14511955,1,4.26E-06,3.555049409,0.000194226
Potri.007G041100,21.14153992,1,4.27E-06,1.255117165,0.000194276
Potri.014G028300,21.11132979,1,4.33E-06,0.903040816,0.000197046
Potri.011G151300,21.1023284,1,4.35E-06,-140.7190582,0.000197656
Potri.006G140000,21.06236913,1,4.45E-06,1.429290956,0.000201274
Potri.018G114200,21.06142504,1,4.45E-06,-1.95991849,0.000201274
Potri.008G104300,21.05246641,1,4.47E-06,-2.255135633,0.000201894
Potri.016G004500,20.98998914,1,4.62E-06,-2.289976091,0.000208254
Potri.001G158000,20.90649216,1,4.82E-06,-2.007651059,0.000217185
Potri.018G041800,20.90184528,1,4.83E-06,1.815259294,0.000217366
Potri.002G120100,20.89541233,1,4.85E-06,-0.75728906,0.000217751
Potri.001G227000,20.85220133,1,4.96E-06,1.946655027,0.000222366
Potri.014G018700,20.84650645,1,4.98E-06,1.116760299,0.000222493
Potri.012G100700,20.84504779,1,4.98E-06,-2.148712079,0.000222493
Potri.008G116700,20.81273369,1,5.06E-06,-2.687053867,0.00022562
Potri.016G065000,20.81227568,1,5.07E-06,-2.642142512,0.00022562
Potri.001G414700,20.79715408,1,5.11E-06,-1.476769517,0.000227051
Potri.008G108201,20.78486709,1,5.14E-06,3.071037482,0.000228154
Potri.004G074900,20.76683342,1,5.19E-06,1.242632406,0.000229754
Potri.015G060100,20.76547779,1,5.19E-06,-2.461296779,0.000229754
Potri.012G114200,20.75934105,1,5.21E-06,0.9256023,0.000230131
Potri.017G143433,20.71750374,1,5.32E-06,-1.980988548,0.000234588
Potri.004G200400,20.71663597,1,5.33E-06,-1.203390418,0.000234588
Potri.011G013900,20.71047917,1,5.34E-06,-4.89762588,0.000234977
Potri.004G117800,20.67985237,1,5.43E-06,-2.691122942,0.000238395
Potri.004G199600,20.67396322,1,5.45E-06,-1.5576949,0.000238759
Potri.006G112600,20.63863153,1,5.55E-06,-2.196226074,0.000242829
Potri.017G054300,20.61270021,1,5.62E-06,-0.768054215,0.00024576
Potri.010G045000,20.60834027,1,5.64E-06,1.037860852,0.00024594
Potri.017G058400,20.59174779,1,5.68E-06,1.368713386,0.000247699
Potri.002G045000,20.5595282,1,5.78E-06,-2.441978304,0.000251516
Potri.004G202400,20.4849103,1,6.01E-06,-2.511285961,0.000261112
Potri.006G079300,20.46514499,1,6.07E-06,-2.311605412,0.000263418
Potri.015G141100,20.45393586,1,6.11E-06,1.820086914,0.000264194
Potri.009G009200,20.45365073,1,6.11E-06,-3.540827764,0.000264194
Potri.005G248500,20.44194283,1,6.15E-06,-2.612689483,0.000265409
Potri.015G145700,20.42947517,1,6.19E-06,0.657043172,0.000266737
Potri.001G024300,20.40330834,1,6.27E-06,-1.560135484,0.000269997
Potri.015G062300,20.39529272,1,6.30E-06,-4.935353374,0.000270316
Potri.004G035500,20.39520983,1,6.30E-06,-1.416959179,0.000270316
Potri.009G138900,20.39233018,1,6.31E-06,-2.035669901,0.000270316
Potri.004G188100,20.38490314,1,6.33E-06,0.954514037,0.000270957
Potri.008G219200,20.3654998,1,6.40E-06,-2.667469424,0.000273305
Potri.017G100100,20.36056636,1,6.41E-06,1.367747639,0.000273597
Potri.001G332900,20.35618746,1,6.43E-06,-6.216474297,0.000273811
Potri.019G007884,20.34150288,1,6.48E-06,-2.390357085,0.000275185
Potri.009G012400,20.3408518,1,6.48E-06,-1.56668587,0.000275185
Potri.001G032566,20.33671081,1,6.49E-06,-4.427699767,0.000275368
Potri.008G116600,20.28671323,1,6.67E-06,-1.834965867,0.000282235
Potri.008G096400,20.26855424,1,6.73E-06,-1.841821525,0.000284501
Potri.004G208500,20.22219116,1,6.89E-06,-2.545038479,0.000291045
Potri.002G124100,20.19263742,1,7.00E-06,-1.882067081,0.000295136
Potri.013G015000,20.1623007,1,7.11E-06,2.307880231,0.000299407
Potri.008G018800,20.15133621,1,7.16E-06,-0.991005184,0.000300681
Potri.004G024500,20.14439951,1,7.18E-06,-5.428104383,0.000301326
Potri.002G158800,20.09173489,1,7.38E-06,-2.759550783,0.000308722
Potri.004G143300,20.09114099,1,7.38E-06,-1.386324916,0.000308722
Potri.013G135600,20.08952452,1,7.39E-06,-4.146488044,0.000308722
Potri.006G106800,20.06894229,1,7.47E-06,-2.432639197,0.000311602
Potri.012G108200,20.06470532,1,7.49E-06,-1.206688525,0.000311834
Potri.016G009700,20.05958523,1,7.51E-06,-2.09029606,0.00031221
Potri.012G038300,20.05143702,1,7.54E-06,1.146236999,0.000313082
Potri.007G038900,20.04627964,1,7.56E-06,-3.276338685,0.000313104
Potri.004G158600,20.0456991,1,7.56E-06,1.01832538,0.000313104
Potri.008G065600,19.99949029,1,7.75E-06,1.489498637,0.000320293
Potri.008G217300,19.98464301,1,7.81E-06,0.796289477,0.000322318
Potri.001G005900,19.95584669,1,7.93E-06,-1.229022866,0.000326732
Potri.016G062100,19.94490039,1,7.97E-06,-1.994796757,0.00032813
Potri.005G106200,19.8862884,1,8.22E-06,0.648252419,0.000337854
Potri.006G240200,19.86251426,1,8.32E-06,1.494745284,0.000341585
Potri.013G041300,19.8591504,1,8.34E-06,-0.985721913,0.00034165
Potri.019G014328,19.85278626,1,8.36E-06,-1.240414045,0.00034165
Potri.004G189900,19.85270848,1,8.36E-06,-2.504494378,0.00034165
Potri.015G083800,19.85108683,1,8.37E-06,1.085603401,0.00034165
Potri.016G053400,19.81075433,1,8.55E-06,2.410450457,0.000348432
Potri.003G062400,19.79741079,1,8.61E-06,-5.050303084,0.000350368
Potri.016G128400,19.78297565,1,8.68E-06,-2.83449602,0.000352517
Potri.011G008228,19.77463535,1,8.71E-06,-3.319389655,0.000353551
Potri.019G124000,19.74779557,1,8.84E-06,-1.626656348,0.000358037
Potri.010G116400,19.73456141,1,8.90E-06,1.646475395,0.000360009
Potri.019G122500,19.72863194,1,8.93E-06,-3.287901361,0.000360612
Potri.005G040300,19.72491825,1,8.94E-06,0.94466011,0.000360798
Potri.009G082300,19.70543221,1,9.03E-06,-1.616408594,0.000363976
Potri.016G078200,19.69689024,1,9.07E-06,1.837479673,0.000365022
Potri.011G026600,19.69451289,1,9.09E-06,1.767855478,0.000365022
Potri.013G131600,19.68701135,1,9.12E-06,-1.107899776,0.000365938
Potri.012G080000,19.6685237,1,9.21E-06,1.370483782,0.000368972
Potri.002G166500,19.66333391,1,9.24E-06,1.392979719,0.000369452
Potri.008G119800,19.65858523,1,9.26E-06,-0.720122549,0.000369849
Potri.001G412077,19.65498998,1,9.28E-06,-0.954818076,0.000370023
Potri.007G097900,19.62936442,1,9.40E-06,-2.921424746,0.00037449
Potri.014G038100,19.59577814,1,9.57E-06,2.779013862,0.000380179
Potri.016G055100,19.5951822,1,9.57E-06,1.142901247,0.000380179
Potri.001G248800,19.56685379,1,9.71E-06,1.836316631,0.000385317
Potri.003G164000,19.55163079,1,9.79E-06,5.067037765,0.000387856
Potri.002G063700,19.53727539,1,9.87E-06,-1.496253857,0.000390235
Potri.010G126300,19.52758089,1,9.92E-06,-3.008428322,0.000391673
Potri.013G111900,19.51849247,1,9.96E-06,-4.1976836,0.000392992
Potri.004G089400,19.50972004,1,1.00E-05,-2.813563013,0.000394251
Potri.001G018200,19.46850894,1,1.02E-05,1.235534787,0.000402289
Potri.014G005200,19.44196075,1,1.04E-05,-1.132870859,0.000407353
Potri.002G027100,19.42765762,1,1.04E-05,0.796380308,0.000409633
Potri.006G200300,19.42600331,1,1.05E-05,-1.584062383,0.000409633
